DateTimeISO8601,OpType,Concurrency,NodeCount,ConcurrencyCurr,ConcurrencyMean,CountSucc,CountFail,Size,StepDuration[s],DurationSum[s],TPAvg[op/s],TPLast[op/s],BWAvg[MB/s],BWLast[MB/s],DurationAvg[us],DurationMin[us],DurationLoQ[us],DurationMed[us],DurationHiQ[us],DurationMax[us],LatencyAvg[us],LatencyMin[us],LatencyLoQ[us],LatencyMed[us],LatencyHiQ[us],LatencyMax[us]
"2018-10-15T13:01:20,143",CREATE,0,1,0.0,0.0,10,0,100,1.539608480144E9,0.0,1105216.6224580018,1.0,1.1052166224580018E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:21,143",CREATE,0,1,0.0,0.0,11,0,110,1.539608481144E9,0.0,1094745.2229299364,1.0,1.0947452229299363E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:22,143",CREATE,0,1,0.0,0.0,12,0,120,1.539608482144E9,0.0,1085874.5814858384,1.0,1.0858745814858383E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:23,143",CREATE,0,1,0.0,0.0,13,0,130,1.539608483144E9,0.0,1078748.6515641855,1.0,1.0787486515641857E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:24,143",CREATE,0,1,0.0,0.0,14,0,140,1.539608484144E9,0.0,1072714.7345031034,1.0,1.0727147345031032E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:25,143",CREATE,0,1,0.0,0.0,15,0,150,1.539608485144E9,0.0,1067539.6768913243,1.0,1.0675396768913245E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:26,143",CREATE,0,1,0.0,0.0,16,0,160,1.539608486143E9,0.0,1063052.2888844595,1.0,1.0630522888844594E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:27,145",CREATE,0,1,0.0,0.0,17,0,170,1.539608487144E9,0.0,1059124.042115756,1.0,1.059124042115756E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:28,146",CREATE,0,1,0.0,0.0,18,0,180,1.539608488147E9,0.0,1055656.559732567,1.0,1.055656559732567E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:29,146",CREATE,0,1,0.0,0.0,19,0,190,1.539608489147E9,0.0,1052573.2646390782,1.0,1.0525732646390783E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:30,146",CREATE,0,1,0.0,0.0,20,0,200,1.539608490147E9,0.0,1049648.367796788,1.0,1.049648367796788E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:31,146",CREATE,0,1,0.0,0.0,21,0,210,1.539608491147E9,0.0,1047172.633888501,1.0,1.0471726338885011E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:32,146",CREATE,0,1,0.0,0.0,22,0,220,1.539608492147E9,0.0,1044882.4507242936,1.0,1.0448824507242937E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:33,146",CREATE,0,1,0.0,0.0,23,0,230,1.539608493147E9,0.0,1042847.4268873271,1.0,1.042847426887327E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:34,146",CREATE,0,1,0.0,0.0,24,0,240,1.539608494147E9,0.0,1040988.939492518,1.0,1.0409889394925179E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:35,146",CREATE,0,1,0.0,0.0,25,0,250,1.539608495147E9,0.0,1039284.9719393059,1.0,1.0392849719393058E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:36,146",CREATE,0,1,0.0,0.0,26,0,260,1.539608496147E9,0.0,1037717.0225503892,1.0,1.0377170225503892E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:37,146",CREATE,0,1,0.0,0.0,27,0,270,1.539608497147E9,0.0,1036269.4300518134,1.0,1.0362694300518135E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:38,149",CREATE,0,1,0.0,0.0,28,0,280,1.539608498149E9,0.0,1034928.8486416559,1.0,1.034928848641656E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:39,148",CREATE,0,1,0.0,0.0,29,0,290,1.539608499149E9,0.0,1033683.8353234717,1.0,1.0336838353234718E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:40,148",CREATE,0,1,0.0,0.0,30,0,300,1.539608500149E9,0.0,1032524.5224574085,1.0,1.0325245224574083E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:41,148",CREATE,0,1,0.0,0.0,31,0,310,1.539608501149E9,0.0,1031408.0383284537,1.0,1.0314080383284535E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:42,148",CREATE,0,1,0.0,0.0,32,0,320,1.539608502149E9,0.0,1030396.7027305514,1.0,1.0303967027305514E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:43,148",CREATE,0,1,0.0,0.0,33,0,330,1.539608503149E9,0.0,1029448.4651859245,1.0,1.0294484651859246E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:44,148",CREATE,0,1,0.0,0.0,34,0,340,1.539608504149E9,0.0,1028557.5992255566,1.0,1.0285575992255567E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:45,148",CREATE,0,1,0.0,0.0,35,0,350,1.539608505149E9,0.0,1027719.050974865,1.0,1.027719050974865E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:46,148",CREATE,0,1,0.0,0.0,36,0,360,1.539608506149E9,0.0,1026899.0501183786,1.0,1.0268990501183785E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:47,148",CREATE,0,1,0.0,0.0,37,0,370,1.539608507149E9,0.0,1026153.0354716145,1.0,1.0261530354716143E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:48,148",CREATE,0,1,0.0,0.0,38,0,380,1.539608508149E9,0.0,1025447.2839139703,1.0,1.0254472839139704E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:49,148",CREATE,0,1,0.0,0.0,39,0,390,1.539608509149E9,0.0,1024778.6215413723,1.0,1.0247786215413721E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:50,148",CREATE,0,1,0.0,0.0,40,0,400,1.539608510149E9,0.0,1024144.19950329,1.0,1.0241441995032901E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:51,148",CREATE,0,1,0.0,0.0,41,0,410,1.539608511149E9,0.0,1023490.3517311964,1.0,1.0234903517311964E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:52,148",CREATE,0,1,0.0,0.0,42,0,420,1.539608512149E9,0.0,1022918.23960642,1.0,1.02291823960642E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:53,148",CREATE,0,1,0.0,0.0,43,0,430,1.539608513149E9,0.0,1022373.3326993033,1.0,1.0223733326993033E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:54,148",CREATE,0,1,0.0,0.0,44,0,440,1.539608514149E9,0.0,1021853.7355721219,1.0,1.021853735572122E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:55,148",CREATE,0,1,0.0,0.0,45,0,450,1.539608515149E9,0.0,1021357.7248689259,1.0,1.0213577248689258E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:56,148",CREATE,0,1,0.0,0.0,46,0,460,1.539608516149E9,0.0,1020883.7302203777,1.0,1.0208837302203778E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:57,148",CREATE,0,1,0.0,0.0,47,0,470,1.539608517149E9,0.0,1020430.3176360755,1.0,1.0204303176360756E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:58,148",CREATE,0,1,0.0,0.0,48,0,480,1.539608518149E9,0.0,1019974.500637484,1.0,1.0199745006374842E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:01:59,148",CREATE,0,1,0.0,0.0,49,0,490,1.539608519149E9,0.0,1019558.884727424,1.0,1.019558884727424E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:00,148",CREATE,0,1,0.0,0.0,50,0,500,1.539608520149E9,0.0,1019160.2119853242,1.0,1.0191602119853241E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:01,148",CREATE,0,1,0.0,0.0,51,0,510,1.539608521149E9,0.0,1018777.4670395524,1.0,1.0187774670395525E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:02,148",CREATE,0,1,0.0,0.0,52,0,520,1.539608522149E9,0.0,1018409.714061888,1.0,1.018409714061888E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:03,150",CREATE,0,1,0.0,0.0,53,0,530,1.53960852315E9,0.0,1018056.0891279293,1.0,1.0180560891279293E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:04,149",CREATE,0,1,0.0,0.0,54,0,540,1.53960852415E9,0.0,1017715.793441387,1.0,1.0177157934413873E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:05,149",CREATE,0,1,0.0,0.0,55,0,550,1.53960852515E9,0.0,1017388.0873103958,1.0,1.017388087310396E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:06,149",CREATE,0,1,0.0,0.0,56,0,560,1.53960852615E9,0.0,1017053.8130437152,1.0,1.0170538130437152E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:07,149",CREATE,0,1,0.0,0.0,57,0,570,1.53960852715E9,0.0,1016749.6120297532,1.0,1.0167496120297533E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:08,149",CREATE,0,1,0.0,0.0,58,0,580,1.53960852815E9,0.0,1016456.0733250381,1.0,1.0164560733250381E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:09,149",CREATE,0,1,0.0,0.0,59,0,590,1.53960852915E9,0.0,1016172.6460102306,1.0,1.0161726460102307E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:10,152",CREATE,0,1,0.0,0.0,60,0,600,1.53960853015E9,0.0,1015898.816477879,1.0,1.015898816477879E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:27,813",CREATE,0,1,0.0,0.0,1,0,10,1.539608547808E9,0.0,2.0408163265306123E7,0.0,2.0408163265306124E8,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:28,807",CREATE,0,1,0.0,0.0,2,0,20,1.539608548807E9,0.0,1906577.6930409914,1.0,1.9065776930409916E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:29,807",CREATE,0,1,0.0,0.0,3,0,30,1.539608549808E9,0.0,1463414.6341463414,1.0,1.4634146341463415E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:30,807",CREATE,0,1,0.0,0.0,4,0,40,1.539608550808E9,0.0,1311475.4098360655,1.0,1.3114754098360656E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:31,807",CREATE,0,1,0.0,0.0,5,0,50,1.539608551808E9,0.0,1234567.9012345679,1.0,1.234567901234568E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:32,807",CREATE,0,1,0.0,0.0,6,0,60,1.539608552808E9,0.0,1188118.811881188,1.0,1.1881188118811881E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:33,807",CREATE,0,1,0.0,0.0,7,0,70,1.539608553808E9,0.0,1157024.7933884298,1.0,1.1570247933884297E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:34,807",CREATE,0,1,0.0,0.0,8,0,80,1.539608554808E9,0.0,1134590.8381789818,1.0,1.1345908381789817E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:53,161",CREATE,0,1,0.0,0.0,0,0,0,1.539608573158E9,0.0,0.0,0.0,0.0,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:54,158",CREATE,0,1,0.0,0.0,1,0,10,1.539608574159E9,0.0,1.96078431372549E7,0.0,1.9607843137254903E8,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:55,158",CREATE,0,1,0.0,0.0,2,0,20,1.539608575159E9,0.0,1901140.6844106463,1.0,1.901140684410646E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:56,158",CREATE,0,1,0.0,0.0,3,0,30,1.539608576159E9,0.0,1461988.3040935672,1.0,1.4619883040935671E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:02:57,158",CREATE,0,1,0.0,0.0,4,0,40,1.539608577159E9,0.0,1310615.9895150722,1.0,1.310615989515072E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:03:16,416",CREATE,0,1,0.0,0.0,0,0,0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:03:17,405",CREATE,0,1,0.0,0.0,1,0,10,1.043,0.0,1.639344262295082E7,0.0,1.639344262295082E8,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:03:18,404",CREATE,0,1,0.0,0.0,2,0,20,2.043,0.0,1885014.137606032,1.0,1.885014137606032E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:03:19,404",CREATE,0,1,0.0,0.0,3,0,30,3.043,0.0,1455604.075691412,1.0,1.4556040756914118E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:03:20,404",CREATE,0,1,0.0,0.0,4,0,40,4.043,0.0,1306335.7282821685,1.0,1.3063357282821685E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:03:21,404",CREATE,0,1,0.0,0.0,5,0,50,5.043,0.0,1230920.7287050714,1.0,1.2309207287050715E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:03:22,404",CREATE,0,1,0.0,0.0,6,0,60,6.043,0.0,1185302.2520742791,1.0,1.1853022520742789E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:03:23,404",CREATE,0,1,0.0,0.0,7,0,70,7.043,0.0,1154734.4110854503,1.0,1.1547344110854505E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:03:24,404",CREATE,0,1,0.0,0.0,8,0,80,8.043,0.0,1132823.5627301047,1.0,1.1328235627301048E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:03:25,404",CREATE,0,1,0.0,0.0,9,0,90,9.043,0.0,1116209.8474513208,1.0,1.1162098474513208E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:03:26,404",CREATE,0,1,0.0,0.0,10,0,100,10.043,0.0,1103387.3993158997,1.0,1.1033873993158998E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:03:27,404",CREATE,0,1,0.0,0.0,11,0,110,11.043,0.0,1093113.3856702773,1.0,1.0931133856702773E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:03:28,404",CREATE,0,1,0.0,0.0,12,0,120,12.043,0.0,1084696.73687065,1.0,1.0846967368706498E7,10.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:06:12,733",CREATE,0,1,0.0,0.0,0,0,0,5.34,0.0,0.0,0.0,0.0,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:06:13,676",CREATE,0,1,0.0,0.0,1,0,10,6.34,0.0,184945.44109487702,0.0,1849454.4109487701,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:06:14,676",CREATE,0,1,0.0,0.0,2,0,20,7.34,0.0,312109.86267166043,0.6321205588285577,3121098.626716604,6.321205588285577,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:06:15,676",CREATE,0,1,0.0,0.0,3,0,30,8.34,0.0,404967.60259179265,0.8646647167633874,4049676.025917927,8.646647167633873,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:06:16,676",CREATE,0,1,0.0,0.0,4,0,40,9.34,0.0,475737.39295908663,0.9502129316321362,4757373.929590866,9.50212931632136,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:06:17,676",CREATE,0,1,0.0,0.0,5,0,50,10.34,0.0,531462.5850340136,0.9816843611112659,5314625.850340136,9.816843611112658,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:07:09,561",CREATE,0,1,0.0,0.0,0,0,0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:07:10,556",CREATE,0,1,0.0,0.0,1,0,10,1.034,1.1E-5,2.2727272727272727E7,0.0,2.2727272727272725E8,0.0,11.0,11,0,0,0,11,10.0,10,0,0,0,10
"2018-10-15T13:07:11,556",CREATE,0,1,0.0,0.0,2,0,20,2.034,2.2E-5,1913875.5980861245,1.0,1.9138755980861243E7,10.0,22.0,11,0,0,11,11,20.0,10,0,0,10,10
"2018-10-15T13:07:12,556",CREATE,0,1,0.0,0.0,3,0,30,3.034,3.3E-5,1466992.6650366748,1.0,1.4669926650366748E7,10.0,33.0,11,0,11,11,11,30.0,10,0,10,10,10
"2018-10-15T13:07:13,556",CREATE,0,1,0.0,0.0,4,0,40,4.034,4.4E-5,1313628.8998357963,1.0,1.3136288998357963E7,10.0,44.0,11,0,11,11,11,40.0,10,0,10,10,10
"2018-10-15T13:07:14,556",CREATE,0,1,0.0,0.0,5,0,50,5.034,5.5E-5,1236093.9431396786,1.0,1.2360939431396786E7,10.0,55.0,11,0,11,11,11,50.0,10,0,10,10,10
"2018-10-15T13:07:15,556",CREATE,0,1,0.0,0.0,6,0,60,6.034,6.6E-5,1189296.3330029733,1.0,1.1892963330029732E7,10.0,66.0,11,0,11,11,11,60.0,10,0,10,10,10
"2018-10-15T13:07:16,556",CREATE,0,1,0.0,0.0,7,0,70,7.034,7.7E-5,1157981.8031430934,1.0,1.1579818031430935E7,10.0,77.0,11,11,11,11,11,70.0,10,10,10,10,10
"2018-10-15T13:07:17,556",CREATE,0,1,0.0,0.0,8,0,80,8.034,8.8E-5,1135557.13271824,1.0,1.13555713271824E7,10.0,88.0,11,11,11,11,11,80.0,10,10,10,10,10
"2018-10-15T13:07:18,556",CREATE,0,1,0.0,0.0,9,0,90,9.034,9.9E-5,1118707.2715972653,1.0,1.1187072715972655E7,10.0,99.0,11,11,11,11,11,90.0,10,10,10,10,10
"2018-10-15T13:07:19,556",CREATE,0,1,0.0,0.0,10,0,100,10.034,1.1E-4,1105583.195135434,1.0,1.105583195135434E7,10.0,110.0,11,11,11,11,11,100.0,10,10,10,10,10
"2018-10-15T13:07:20,556",CREATE,0,1,0.0,0.0,11,0,110,11.033,1.21E-4,1094963.169420665,1.0,1.094963169420665E7,10.0,121.0,11,11,11,11,11,110.0,10,10,10,10,10
"2018-10-15T13:07:21,556",CREATE,0,1,0.0,0.0,12,0,120,12.034,1.32E-4,1086366.105377512,1.0,1.0863661053775122E7,10.0,132.0,11,11,11,11,11,120.0,10,10,10,10,10
"2018-10-15T13:07:22,556",CREATE,0,1,0.0,0.0,13,0,130,13.034,1.43E-4,1079196.413747302,1.0,1.079196413747302E7,10.0,143.0,11,11,11,11,11,130.0,10,10,10,10,10
"2018-10-15T13:07:23,556",CREATE,0,1,0.0,0.0,14,0,140,14.034,1.54E-4,1073125.8623332824,1.0,1.073125862333282E7,10.0,154.0,11,11,11,11,11,140.0,10,10,10,10,10
"2018-10-15T13:07:24,556",CREATE,0,1,0.0,0.0,15,0,150,15.034,1.65E-4,1067919.6924391286,1.0,1.0679196924391286E7,10.0,165.0,11,11,11,11,11,150.0,10,10,10,10,10
"2018-10-15T13:07:25,556",CREATE,0,1,0.0,0.0,16,0,160,16.034,1.76E-4,1063405.5562940317,1.0,1.0634055562940316E7,10.0,176.0,11,11,11,11,11,160.0,10,10,10,10,10
"2018-10-15T13:09:38,635",CREATE,0,1,0.0,0.0,0,0,0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:09:39,635",CREATE,0,1,0.0,0.0,0,0,0,1.039,0.0,0.0,0.0,0.0,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:09:40,636",CREATE,0,1,0.0,0.0,0,0,0,2.041,0.0,0.0,0.0,0.0,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:09:41,636",CREATE,0,1,0.0,0.0,0,0,0,3.041,0.0,0.0,0.0,0.0,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:09:42,636",CREATE,0,1,0.0,0.0,0,0,0,4.041,0.0,0.0,0.0,0.0,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:09:43,636",CREATE,0,1,0.0,0.0,0,0,0,5.041,0.0,0.0,0.0,0.0,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:10:23,527",CREATE,0,1,0.0,0.0,0,0,0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
"2018-10-15T13:10:24,519",CREATE,0,1,0.0,0.0,0,0,0,1.055,0.0,0.0,0.0,0.0,0.0,0.0,9223372036854775807,0,0,0,-9223372036854775808,0.0,9223372036854775807,0,0,0,-9223372036854775808
