2018-10-03T12:39:41,948 | INFO |  | main | linear_20181003.123941.937: creating the storage driver instance for the type "s3"
2018-10-03T12:40:01,583 | INFO |  | fibers-executor-#3 | linear_20181003.123941.937: done due to max count (20000) done state
2018-10-03T12:40:01,591 | DEBUG |  | fibers-executor-#2 | linear_20181003.123941.937: count limit reached, 20000 results >= 20000 limit
2018-10-03T12:40:01,591 | INFO |  | fibers-executor-#2 | linear_20181003.123941.937: done due to max count (20000) done state
2018-10-03T12:40:01,606 | DEBUG |  | fibers-executor-#2 | linear_20181003.123941.937: count limit reached, 20000 results >= 20000 limit
2018-10-03T12:40:01,606 | INFO |  | fibers-executor-#2 | linear_20181003.123941.937: done due to max count (20000) done state
2018-10-03T12:40:01,608 | DEBUG |  | fibers-executor-#1 | linear_20181003.123941.937: count limit reached, 20000 results >= 20000 limit
2018-10-03T12:40:01,608 | INFO |  | fibers-executor-#1 | linear_20181003.123941.937: done due to max count (20000) done state
2018-10-03T12:40:01,617 | DEBUG |  | fibers-executor-#1 | linear_20181003.123941.937: count limit reached, 20000 results >= 20000 limit
2018-10-03T12:40:01,617 | INFO |  | fibers-executor-#1 | linear_20181003.123941.937: done due to max count (20000) done state
2018-10-03T12:40:01,621 | DEBUG |  | fibers-executor-#2 | linear_20181003.123941.937: count limit reached, 20000 results >= 20000 limit
2018-10-03T12:40:01,621 | INFO |  | fibers-executor-#2 | linear_20181003.123941.937: done due to max count (20000) done state
2018-10-03T12:40:01,623 | DEBUG |  | fibers-executor-#1 | linear_20181003.123941.937: count limit reached, 20000 results >= 20000 limit
2018-10-03T12:40:01,623 | INFO |  | fibers-executor-#1 | linear_20181003.123941.937: done due to max count (20000) done state
2018-10-03T12:40:01,629 | DEBUG |  | fibers-executor-#2 | linear_20181003.123941.937: count limit reached, 20000 results >= 20000 limit
2018-10-03T12:40:01,629 | INFO |  | fibers-executor-#2 | linear_20181003.123941.937: done due to max count (20000) done state
2018-10-03T12:40:01,632 | DEBUG |  | fibers-executor-#2 | linear_20181003.123941.937: count limit reached, 20000 results >= 20000 limit
2018-10-03T12:40:01,632 | DEBUG |  | fibers-executor-#1 | linear_20181003.123941.937: count limit reached, 20000 results >= 20000 limit
2018-10-03T12:40:01,632 | INFO |  | fibers-executor-#2 | linear_20181003.123941.937: done due to max count (20000) done state
2018-10-03T12:40:01,632 | DEBUG |  | fibers-executor-#2 | linear_20181003.123941.937: count limit reached, 20000 results >= 20000 limit
2018-10-03T12:40:01,632 | INFO |  | fibers-executor-#1 | linear_20181003.123941.937: done due to max count (20000) done state
2018-10-03T12:40:01,632 | INFO |  | fibers-executor-#2 | linear_20181003.123941.937: done due to max count (20000) done state
2018-10-03T12:40:01,639 | DEBUG |  | main | storage/driver/1/amzs3/49547843: shutdown the I/O executor
2018-10-03T12:40:01,654 | DEBUG |  | main | linear_20181003.123941.937: storage driver storage/driver/1/amzs3/49547843 stopped
2018-10-03T12:40:01,654 | DEBUG |  | main | linear_20181003.123941.937: final results processing start
2018-10-03T12:40:01,654 | DEBUG |  | main | linear_20181003.123941.937: final results processing done
2018-10-03T12:40:01,654 | INFO |  | main | linear_20181003.123941.937: please wait while performing 200 I/O results output...
2018-10-03T12:40:01,683 | INFO |  | main | linear_20181003.123941.937: I/O results output done
2018-10-03T12:40:01,693 | DEBUG |  | main | linear_20181003.123941.937: poisoned the items output
2018-10-03T12:40:01,693 | DEBUG |  | main | linear_20181003.123941.937: interrupted the load step context
2018-10-03T12:40:01,707 | DEBUG |  | main | Metrics context "MetricsContextImpl(UPDATE-1x1@linear_20181003.123941.937)" unregistered
2018-10-03T12:40:01,708 | DEBUG |  | main | Metrics context "DistributedMetricsContextImpl(UPDATE-1x1@linear_20181003.123941.937)" unregistered
2018-10-03T12:40:01,708 | DEBUG |  | main | storage/driver/1/amzs3/49547843: closed
2018-10-03T12:40:01,708 | DEBUG |  | main | linear_20181003.123941.937: closed the load step context
2018-10-03T12:40:01,708 | DEBUG |  | main | linear_20181003.123941.937: step slice "com.emc.mongoose.load.step.linear.LinearLoadStepLocal@6e0ff644" closed
2018-10-03T12:40:01,708 | DEBUG |  | main | linear_20181003.123941.937: closed all 1 step slices
2018-10-03T12:40:01,710 | INFO |  | collectItemOutputFileWorker#1 | "list1.csv" <- transferred 0B of the output items data...
2018-10-03T12:40:01,714 | INFO |  | main | "list1.csv" <- transferred 0B of the output items data
